Time,glucose,O2,H2O:=Cell_1,OH-:=Cell_1,H+:=Cell_1,glucose:=Cell_1,glucose_in:=Cell_1,glucose_transport:=Cell_1,O2:=Cell_1,Pyruvate-:=Cell_1,Pyruvate_created:=Cell_1,ATP:=Cell_1,ADP:=Cell_1,Pi:=Cell_1,NAD+:=Cell_1,NADH:=Cell_1,Lactic:=Cell_1,Lactic_created:=Cell_1,H2O::Cell_1::Mitochondria_1,OH-::Cell_1::Mitochondria_1,H+::Cell_1::Mitochondria_1,H+_inter::Cell_1::Mitochondria_1,O2::Cell_1::Mitochondria_1,O2_in::Cell_1::Mitochondria_1,CO2::Cell_1::Mitochondria_1,ATP::Cell_1::Mitochondria_1,ATP_created::Cell_1::Mitochondria_1,ADP::Cell_1::Mitochondria_1,GDP::Cell_1::Mitochondria_1,GTP::Cell_1::Mitochondria_1,Pi::Cell_1::Mitochondria_1,NAD+::Cell_1::Mitochondria_1,NADH::Cell_1::Mitochondria_1,NADH_created::Cell_1::Mitochondria_1,Pyruvate-::Cell_1::Mitochondria_1,Pyruvate-_in::Cell_1::Mitochondria_1,CoA-SH::Cell_1::Mitochondria_1,Acetyl_CoA::Cell_1::Mitochondria_1,FAD::Cell_1::Mitochondria_1,FADH2::Cell_1::Mitochondria_1,FADH2_created::Cell_1::Mitochondria_1,Pyruvate_transport::Cell_1::Mitochondria_1,ATP_synthase::Cell_1::Mitochondria_1,ADP_ATP_transport::Cell_1::Mitochondria_1,NADH_shuttle::Cell_1::Mitochondria_1,Pi_transport::Cell_1::Mitochondria_1,Commp1-3-4::Cell_1::Mitochondria_1,Commp2-3-4::Cell_1::Mitochondria_1
7900,27000,20000,9999130212583,85928690,10040838,5178,78963000,1000,0,81984996,157915644,130539917,69460083,96583,99957204,42796,44055648,44055648,100801887810,100890,499290,3100,21564450,0,127500000,113600,624821600,9886400,5000000,0,84249900,9599500,400500,0,0,31875000,10000000,0,7999400,600,31875000,2000,2000,2000,2000,2000,2000,2000
8000,23000,20000,9999125878225,77198812,20758,196,79967000,1000,0,82755327,159933608,131212245,68787755,1907555,99999773,227,44632281,44632281,100815431391,100709,63509,666200,21294450,0,130129998,10400,635784000,9989600,5000000,0,81869800,9372002,627998,0,2,32546000,9982002,17998,8000000,0,32528000,2000,2000,2000,2000,2000,2000,2000
8100,19000,20000,9999111362328,78491860,166,13200,80971000,1000,0,83388953,161915600,131751188,68248812,2603212,99965047,34953,45344647,45344647,100829332335,150180,157265,393800,20971450,0,132663985,86995,647002400,9913005,5000000,0,80558605,9616115,383885,0,16000,33182000,9999995,5,7995005,4995,33165995,2000,2000,2000,2000,2000,2000,2000
8200,20000,20000,9999087020895,89624034,9997996,107,81970000,1000,0,84279874,163939786,132247115,67752885,2683685,99966126,33874,45875912,45875912,100843199890,101710,439910,3000,20655100,0,135136000,64400,658042800,9935600,5000000,0,80004800,9659800,340200,0,0,33784000,10000000,0,8000000,0,33784000,2000,2000,2000,2000,2000,2000,2000
8300,19000,20000,9999082298824,81082923,11047,213,82971000,1000,20000,84836799,165941574,133262921,66737079,3457279,99967101,32899,46574775,46574775,100857264971,101429,148729,491600,20217100,0,138120000,0,669509600,10000000,5000000,0,78279800,9462100,537900,0,0,34530000,10000000,0,7999800,200,34530000,2000,2000,2000,2000,2000,2000,2000
8400,22000,20000,9999067836817,82231701,685,8000,83968000,1000,20200,85687042,167920000,134101618,65898382,4005082,99998058,1942,47028958,47028958,100871753766,180634,813134,3400,19802900,0,140816000,262496,681271600,9737504,4999996,4,76630800,9365100,634900,0,0,35204000,10000000,0,7999600,400,35204000,2000,2000,2000,2000,2000,2000,2000
8500,24000,20000,9999053008583,83630277,10501,7003,84966000,1000,0,86298109,169917994,133847254,66152746,4906546,99999891,109,47766885,47766885,100884905223,101092,699177,2600,19596450,0,143345981,211795,691771200,9788205,5000000,0,76034405,9400319,599681,0,4,35853000,9977999,22001,7998805,1195,35830995,2000,2000,2000,2000,2000,2000,2000
8600,21000,20000,9999038456493,84719745,10661,8000,85969000,1000,0,87211958,171922000,134944538,65055462,6401162,99999042,958,48223042,48223042,100899694636,43021,603364,2800,19190000,0,145947943,198281,703657600,9801719,5000000,0,73456019,9437857,562143,0,0,36487000,9999981,19,7969219,30781,36486981,2000,2000,2000,2000,2000,2000,2000
8700,23000,20000,9999013592700,95996946,9946688,131,86967000,1000,20000,87883140,173933738,136891784,63108216,6497216,99999660,340,48746598,48746598,100915435182,44118,100218,592200,18498250,0,149071990,166400,716374800,9833600,5000000,0,71444600,9364710,635290,0,12010,37304000,9968010,31990,8000000,0,37260000,2000,2000,2000,2000,2000,2000,2000
8800,18000,20000,9998998372500,97365806,9993338,16067,87972000,1000,0,88536199,175911866,139276972,60723028,7770228,99996801,3199,49302667,49302667,100931981221,321,605379,72000,17823250,0,152291957,251200,729926000,9748800,4979014,20986,67680614,9323943,676057,0,1,38073000,9999987,13,7978614,21386,38072986,2000,2000,2000,2000,2000,2000,2000
8900,20000,20000,9998983187480,98558982,10001046,44,88970000,1000,20000,89320238,177939912,140485574,59514426,7741026,99938262,61738,49849674,49849674,100947270847,183,240053,188800,17224600,0,155079969,0,742149200,10000000,4980010,19990,66753410,9572331,427669,0,1,38770000,9999991,9,7980010,19990,38769990,2000,2000,2000,2000,2000,2000,2000
9000,24000,20000,9998977513989,90216641,18057,109,89966000,1000,20000,89728949,179931782,141084312,58915688,8843388,99995751,4249,50645833,50645833,100961779614,101086,375286,281800,16730150,0,158136000,74100,754062000,9925900,5000000,0,64998200,9468000,532000,0,23000,39557000,10000000,0,8000000,0,39534000,2000,2000,2000,2000,2000,2000,2000
9100,19000,20000,9998961877891,91635219,17967,11000,90971000,1000,20100,90302724,181920000,142928510,57071490,10874890,99999976,24,51270276,51270276,100978097319,106002,711781,6000,16061050,0,161387978,221200,767485600,9778800,4984007,15993,60959407,9389222,610778,0,1,40347000,9999994,6,7983807,16193,40346993,2000,2000,2000,2000,2000,2000,2000
9200,18000,20000,9998936258744,102881153,10036693,68,91972000,1000,0,91063452,183943864,145169161,54830839,10237439,99964048,35952,51684412,51684412,100994966808,176792,803892,7000,15209000,0,164732000,187200,781189600,9812800,5000000,0,59406200,9379900,620100,0,13000,41196000,10000000,0,7983600,16400,41183000,2000,2000,2000,2000,2000,2000,2000
9300,21000,20100,9998920203263,104394655,10015485,31,92969000,1000,19900,91510134,185937938,146075556,53924444,13897744,99951366,48634,52458804,52458804,101010512541,101722,788559,25800,14669300,0,167875936,286089,793978800,9713911,4978010,21990,54718621,9288364,711636,0,1,41969000,9999980,20,7977621,22379,41968979,2000,2000,2000,2000,2000,2000,2000
9400,21000,20000,9998913838250,96057643,9493,11000,93969000,1000,0,91867775,187916000,147443093,52556907,15263507,99999925,75,53257225,53257225,101026533275,979,312825,336800,13994500,0,171163946,0,806975200,10000000,4965018,34982,52258418,9352354,647646,0,0,42791000,9999982,18,7965018,34982,42790982,2000,2000,2000,2000,2000,2000,2000
9500,22000,20000,9998887767840,107409298,9998980,50,94968000,1000,0,92525241,189935900,147270438,52729562,16248762,99999659,341,53893659,53893659,101041281518,254,428582,234200,13478150,0,174067928,87600,818868000,9912400,4960024,39976,51353224,9338472,661528,0,0,43517000,9999976,24,7998424,1576,43516976,2000,2000,2000,2000,2000,2000,2000
9600,20000,20000,9998871846915,108582116,9949094,57,95970000,1000,0,93272732,191939886,148228717,51771283,16870683,99965868,34132,54404154,54404154,101057225076,237727,49924,600200,12757600,0,177051997,149199,831846000,9850801,5000000,0,49751401,9588603,411397,0,0,44263000,9999999,1,7999601,399,44262999,2000,2000,2000,2000,2000,2000,2000
9700,18000,20000,9998865705963,99905208,38450,36,96972000,1000,20000,94055185,193943928,148456799,51543201,19657501,99978015,21985,54868743,54868743,101072560173,245,691427,5600,12268800,0,179998972,187278,844196000,9812722,4999984,16,46698406,9304228,695772,0,10,45020000,9973004,26996,7993006,6994,44992994,2000,2000,2000,2000,2000,2000,2000
9800,19000,20000,9998839529220,111192297,10001851,9033,97971000,1000,0,94732794,195923934,149322651,50677349,20889749,99999306,694,55383140,55383140,101088428512,188,308788,482400,11587450,0,183188000,93384,857073600,9906616,4999984,16,44694200,9221000,779000,0,11000,45808000,10000000,0,7999000,1000,45797000,2000,2000,2000,2000,2000,2000,2000
9900,23000,20100,9998833152485,102590415,48101,54,98967000,1000,19900,95359639,197933892,150229592,49770408,22419008,99968061,31939,56014253,56014253,101104543925,100959,670975,2800,10898100,0,186239912,115200,870240000,9884800,4968028,31972,42204228,9428188,571812,0,4,46560000,9999976,24,7968028,31972,46559972,2000,2000,2000,2000,2000,2000,2000
10000,27000,20000,9998807136873,113669127,10005379,15,99963000,1000,0,96246111,199925970,148877970,51122030,22314030,99983889,16111,56463859,56463859,101118213736,248764,264,696000,10476250,0,188763998,0,881058000,10000000,5000000,0,43808000,9569502,430498,0,16002,47216000,9988002,11998,8000000,0,47188000,2000,2000,2000,2000,2000,2000,2000
10100,22000,20000,9998800804287,105091708,24836,16,100968000,1000,0,96858848,201935968,149290363,50709637,23642237,99989752,10248,57086120,57086120,101133749603,50890,359397,282000,9884000,0,191963899,0,893620400,10000000,4947031,52969,42014431,9410501,589499,0,8,47991000,9999977,23,7947031,52969,47990969,2000,2000,2000,2000,2000,2000,2000
10200,20000,20000,9998784574517,106372056,15640,62,101970000,1000,0,97583130,203939876,149312049,50687951,26064751,99999670,330,57655746,57655746,101148974040,34211,56160,503000,9362100,0,194767947,20800,905878400,9979200,4979017,20983,39581417,9476053,523947,0,2,48701000,9987985,12015,7979017,20983,48688983,2000,2000,2000,2000,2000,2000,2000
10300,18000,20000,9998768398146,107685090,8594,46,102972000,1000,0,98267406,205943908,149042344,50957656,28069856,99999994,6,58235502,58235502,101163722927,101057,767873,6200,8888350,0,197703916,268372,917957600,9731628,5000000,0,37619428,9342984,657016,0,15000,49441000,9999972,28,7962028,37972,49425972,2000,2000,2000,2000,2000,2000,2000
10400,21000,20000,9998752199847,108991425,8413,9000,103969000,1000,20000,98906344,207920000,148420872,51579128,29837128,99969356,30644,58875656,58875656,101177927464,23536,200836,481000,8435000,0,200552000,82372,929354000,9917628,4999972,28,36659600,9342700,657300,0,0,50138000,10000000,0,7963600,36400,50138000,2000,2000,2000,2000,2000,2000,2000
10500,20000,20000,9998725709280,120593029,9985837,24,104970000,1000,0,99308680,209939952,150377861,49622139,30415339,99975920,24080,59560272,59560272,101195242231,101093,142169,735200,7494150,0,204283974,443989,943623600,9556011,4984997,15003,33747808,9224726,775274,0,2,51071000,9999994,6,7996408,3592,51070992,2000,2000,2000,2000,2000,2000,2000
10600,22000,20100,9998709322952,121910419,9992721,58,105968000,1000,0,100018043,211935884,149841255,50158745,32691745,99999857,143,60233841,60233841,101209569388,133151,281512,309000,7133150,0,206735959,0,955100000,10000000,4988013,11987,32455013,9543641,456359,0,2,51684000,9999989,11,7988013,11987,51683987,2000,2000,2000,2000,2000,2000,2000
10700,19000,20000,9998692754858,123458748,10017380,15,106971000,1000,20000,100484501,213941970,150594176,49405824,34970024,99983899,16101,60942469,60942469,101225711677,159,537923,1800,6453700,0,210029961,207600,968253200,9792400,4988012,11988,29216212,9461439,538561,0,3,52515000,9989991,10009,7992812,7188,52504988,2000,2000,2000,2000,2000,2000,2000
10800,17000,20000,9998686311555,114815523,8057,8022,107973000,1000,20000,101122445,215929956,150700234,49299766,38131166,99999955,45,61590511,61590511,101240820168,101438,381032,170400,5953200,0,212867994,71775,980598000,9928225,4999977,23,26096802,9551006,448994,0,0,53217000,9999998,2,7998202,1798,53216998,2000,2000,2000,2000,2000,2000,2000
10900,24000,20000,9998669840216,116263438,7888,4000,108966000,1000,0,101627125,217924000,150492054,49507946,41439746,99958675,41325,62300875,62300875,101255652744,298,636256,8000,5521200,0,215943958,136000,992732400,9864000,4982014,17986,22914214,9367042,632958,0,10000,53996000,9999986,14,7998814,1186,53985986,2000,2000,2000,2000,2000,2000,2000
11000,24000,20000,9998643083182,127869046,10002012,6001,109966000,1000,20000,102052882,219919998,152834426,47165574,44673774,99999918,82,63017116,63017116,101273138034,149335,144566,534400,4634450,0,219399929,0,1007225200,10000000,4987023,12977,17478823,9471371,528629,0,2,54850000,9999979,21,7987023,12977,54849977,2000,2000,2000,2000,2000,2000,2000
11100,20000,20000,9998626295266,129292572,9999002,13024,110970000,1000,0,102557641,221913952,155000190,44999810,47256210,99937259,62741,63623311,63623311,101291149699,901,33801,377800,3748400,0,222886996,0,1021880400,10000000,5000000,0,12743600,9590304,409696,0,4,55733000,9985004,14996,8000000,0,55718000,2000,2000,2000,2000,2000,2000,2000
11200,24000,20000,9998619443695,120654999,7545,9015,111966000,1000,20000,103266508,223913970,156186964,43813036,49873336,99999992,8,64029462,64029462,101308579612,137088,105488,716800,2828850,0,226420996,623100,1036296400,9376900,5000000,0,8316600,9315804,684196,0,4,56618000,9983004,16996,8000000,0,56601000,2000,2000,2000,2000,2000,2000,2000
11300,18000,20100,9998592352014,132103437,9996839,26,112972000,1000,19900,103806725,225943948,156607299,43392701,51942201,99969375,30625,64757223,64757223,101324364237,101963,683263,6600,2205400,0,229520000,208100,1049136000,9791900,5000000,0,6242400,9413100,586900,0,0,57380000,10000000,0,8000000,0,57380000,2000,2000,2000,2000,2000,2000,2000
11400,25000,20000,9998575338941,133595814,9983654,7000,113965000,1000,0,104303770,227916000,155451555,44548445,52666045,99999930,70,65494230,65494230,101338951652,760,427848,1400,1700000,0,232411988,142596,1060740400,9857404,5000000,0,6739804,9587512,412488,0,15000,58118000,9999996,4,7995804,4196,58102996,2000,2000,2000,2000,2000,2000,2000
11500,18000,20000,9998568599547,124860698,13622,35,114972000,1000,20000,105092927,229943930,153740375,46259625,56246025,99996073,3927,66087003,66087003,101352488163,101837,53437,513600,1389600,0,234974996,0,1071699200,10000000,5000000,0,5013600,9535804,464196,0,4,58764000,9973004,26996,8000000,0,58737000,2000,2000,2000,2000,2000,2000,2000
11600,22000,20000,9998551664986,126433995,13821,51,115968000,1000,20000,105461812,231935898,154431879,45568121,57833321,99946088,53912,66826086,66826086,101368784884,101722,61216,556000,615500,0,238492984,199596,1085081600,9800404,4999998,2,2535202,9485516,514484,0,10,59648000,9967008,32992,7999602,398,59614998,2000,2000,2000,2000,2000,2000,2000
11700,23000,20000,9998534721875,127903954,10318,32,116967000,1000,20000,106040300,233933936,154351565,45648435,60448235,100000000,0,67491636,67491636,101384194700,100927,618600,22800,67850,0,241481670,98091,1097630000,9901909,5000000,0,102109,9460530,539470,0,3,60402000,9957894,42106,7999909,91,60359891,2000,2000,2000,2000,2000,2000,2000
11800,20000,20000,9998508289139,139063486,10002568,36,117970000,1000,20000,106833205,235939928,151026353,48973647,63205647,99954195,45805,68037723,68037723,101395669249,146,1280751,20800,0,0,244275805,230334,1106995200,9769666,4999999,1,537665,8699595,1300405,0,0,61069000,9999935,65,7979265,20735,61068935,2000,2000,2000,2000,2000,2000,2000
11900,23000,20000,9998491732224,140674238,10004786,23,118967000,1000,20000,107264251,237933954,148090916,51909084,66514584,99999749,251,68708703,68708703,101405797978,101738,3186422,54200,50,0,247843784,12028,1115901600,9987972,5000000,0,382472,6862116,3137884,0,0,61961000,9999928,72,7988072,11928,61960928,2000,2000,2000,2000,2000,2000,2000
12000,21000,20000,9998475606757,142149050,10028442,33,119969000,1000,20000,107777363,239937934,145147741,54852259,69372859,99960037,39963,69439571,69439571,101416567052,101448,4066148,175400,50,0,250850997,73600,1124917600,9926400,5000000,0,405800,5860903,4139097,0,3,62721000,9989003,10997,7999600,400,62710000,2000,2000,2000,2000,2000,2000,2000
12100,25000,20100,9998469767783,133620859,13091,4000,120965000,1000,0,108314166,241922000,142563142,57436858,72131958,99999934,66,70037834,70037834,101427137782,101523,5859718,0,19900,0,254233691,189500,1134022000,9810500,4965435,34565,80835,4242809,5757191,0,4,63570000,9984569,15431,7964835,35165,63554565,2000,2000,2000,2000,2000,2000,2000
12200,20000,20000,9998444141956,145120937,10006505,12,121970000,1000,20000,108806172,243939976,140229369,59770631,74425531,99980628,19372,70600804,70600804,101436841300,100718,8222300,0,8550,0,258131682,61300,1142676800,9938700,4978106,21894,261906,1879418,8120582,0,0,64533000,9999894,106,7999106,894,64532894,2000,2000,2000,2000,2000,2000,2000
12300,16000,20000,9998438764694,136592126,10478,16016,122974000,1000,20200,109334260,245915968,137914488,62085512,76296612,99999940,60,71184708,71184708,101446994591,9,9621409,254000,19900,0,261588000,100,1151344800,9999900,5000000,0,788800,125600,9874400,0,0,65397000,10000000,0,7998000,2000,65397000,2000,2000,2000,2000,2000,2000,2000
12400,23000,20000,9998422614852,139043824,12768,9000,123967000,1000,0,108877222,247916000,136267976,63732024,78461124,99992278,7722,72669778,72669778,101458340694,101094,9239406,795000,250,0,264561500,400,1160725600,9999600,4999996,4,270496,79500,9920500,0,11812,66369000,9710916,289084,7971896,28104,66068104,2000,2000,2000,2000,2000,2000,2000
12500,23000,20000,9998407149913,140980628,12342,16000,124967000,1000,20000,108929857,249902000,134575341,65424659,80092459,99996143,3857,73899143,73899143,101469806258,25,9972142,4000,100,0,267160823,66839,1170013600,9933161,5000000,0,265361,25177,9974823,0,294,67073000,9623333,376667,7998761,1239,66696039,2000,2000,2000,2000,2000,2000,2000
12600,19000,20000,9998391788229,142975526,12186,9011,125971000,1000,0,108957069,251923978,132852733,67147267,81508067,99996431,3569,75143909,75143909,101480876086,101447,10122614,0,40000,0,269758300,145489,1179092000,9854511,5000000,0,493711,0,10000000,0,20167,67823000,9515656,484344,7986711,13289,67318489,2000,2000,2000,2000,2000,2000,2000
12700,23000,20200,9998366157695,155386487,10009337,9,126967000,1000,19800,108533316,253933982,131407864,68592136,82417236,99976484,23516,76654666,76654666,101491912480,101591,9968520,152000,20100,0,272629198,11743,1188074400,9988257,5000000,0,1163157,2,9999998,0,17931,68746000,9238974,761026,7987757,12243,67967043,2000,2000,2000,2000,2000,2000,2000
12800,26000,20000,9998360527018,147930530,11892,13,127964000,1000,0,107985368,255927974,130463622,69536378,84495878,99976032,23968,78213606,78213606,101503464601,101862,10139799,8000,40000,0,275548150,13249,1197589600,9986751,4980370,19630,7621,50,9999950,0,44987,69729000,8937366,1062634,7980021,19979,68621379,2000,2000,2000,2000,2000,2000,2000
12900,18000,20000,9998335305557,160175422,10034462,36,128972000,1000,20000,107763034,257943928,129285007,70714993,85125893,99960066,39934,79476894,79476894,101515052499,100801,10093601,6200,100,0,278263761,60000,1206833200,9940000,5000000,0,529100,2939,9997061,0,939,70704000,8483839,1516161,7999100,900,69186900,2000,2000,2000,2000,2000,2000,2000
13000,25000,20000,9998330162678,152452280,26766,22,129965000,1000,0,107480021,259929956,128144914,71855086,86266886,99975579,24421,80943935,80943935,101526262899,11,9018101,906800,400,0,281006900,18830,1215874800,9981170,5000000,0,569370,107300,9892700,0,31190,71506000,8369220,1630780,7999370,630,69844030,2000,2000,2000,2000,2000,2000,2000
