Time,A,B,S
21570,0,49762033,50247968
21580,0,49755662,50254339
21590,0,49734880,50275121
21600,0,49734045,50275956
21610,0,49745143,50264858
21620,0,49749076,50260925
21630,0,49751352,50258649
21640,0,49741377,50268624
21650,0,49763935,50246066
21660,0,49763991,50246010
21670,0,49763740,50246261
21680,0,49764251,50245750
21690,0,49763998,50246003
21700,0,49753778,50256223
21710,0,49753841,50256160
21720,0,49750505,50259496
21730,0,49742690,50267311
21740,0,49754244,50255757
21750,0,49757276,50252725
21760,0,49764064,50245937
21770,0,49768019,50241982
21780,0,49772786,50237215
21790,0,49764955,50245046
21800,0,49774282,50235719
21810,0,49773275,50236726
21820,0,49760669,50249332
21830,0,49755185,50254816
21840,0,49756114,50253887
21850,0,49758300,50251701
21860,0,49748218,50261783
21870,0,49750740,50259261
21880,0,49759723,50250278
21890,0,49767905,50242096
21900,0,49757199,50252802
21910,0,49753289,50256712
21920,0,49761050,50248951
21930,0,49752162,50257839
21940,0,49740594,50269407
21950,0,49751545,50258456
21960,0,49760125,50249876
21970,0,49751140,50258861
21980,0,49747423,50262578
21990,0,49740161,50269840
22000,0,49745215,50264786
22010,0,49734706,50275295
22020,0,49734891,50275110
22030,0,49743986,50266015
22040,0,49739227,50270774
22050,0,49724064,50285937
22060,0,49731268,50278733
22070,0,49720448,50289553
22080,0,49722436,50287565
22090,0,49725305,50284696
22100,0,49715754,50294247
22110,0,49724216,50285785
22120,0,49719437,50290564
22130,0,49731538,50278463
22140,0,49737638,50272363
22150,0,49745373,50264628
22160,0,49769326,50240675
22170,0,49769714,50240287
22180,0,49783923,50226078
22190,0,49787267,50222734
22200,0,49792673,50217328
22210,0,49794178,50215823
22220,0,49795906,50214095
22230,0,49784409,50225592
22240,0,49777388,50232613
22250,0,49766579,50243422
22260,0,49759896,50250105
22270,0,49758161,50251840
22280,0,49754686,50255315
22290,0,49753275,50256726
22300,0,49762046,50247955
22310,0,49766690,50243311
22320,0,49766656,50243345
22330,0,49782699,50227302
22340,0,49778252,50231749
22350,0,49772734,50237267
22360,0,49767557,50242444
22370,0,49755295,50254706
22380,0,49743406,50266595
22390,0,49742633,50267368
22400,0,49749822,50260179
22410,0,49760964,50249037
22420,0,49745861,50264140
22430,0,49723276,50286725
22440,0,49717625,50292376
22450,0,49719834,50290167
22460,0,49720413,50289588
22470,0,49717824,50292177
22480,0,49728850,50281151
22490,0,49734357,50275644
22500,0,49742300,50267701
22510,0,49742298,50267703
22520,0,49743446,50266555
22530,0,49733736,50276265
22540,0,49731823,50278178
22550,0,49729087,50280914
22560,0,49721731,50288270
22570,0,49729559,50280442
22580,0,49720651,50289350
22590,0,49735963,50274038
22600,0,49745254,50264747
22610,0,49747678,50262323
22620,0,49751665,50258336
22630,0,49754981,50255020
22640,0,49750725,50259276
22650,0,49748506,50261495
22660,0,49758106,50251895
22670,0,49756055,50253946
22680,0,49767191,50242810
22690,0,49775896,50234105
22700,0,49775863,50234138
22710,0,49789849,50220152
22720,0,49788999,50221002
22730,0,49796444,50213557
22740,0,49786902,50223099
22750,0,49770309,50239692
22760,0,49774444,50235557
22770,0,49783223,50226778
22780,0,49783217,50226784
22790,0,49784301,50225700
22800,0,49800867,50209134
22810,0,49804627,50205374
22820,0,49784086,50225915
22830,0,49793980,50216021
22840,0,49800473,50209528
22850,0,49789471,50220530
22860,0,49799189,50210812
22870,0,49802937,50207064
22880,0,49797947,50212054
22890,0,49790825,50219176
22900,0,49787901,50222100
22910,0,49791325,50218676
22920,0,49790728,50219273
22930,0,49766276,50243725
22940,0,49763912,50246089
22950,0,49747215,50262786
22960,0,49746246,50263755
22970,0,49748331,50261670
22980,0,49747926,50262075
22990,0,49741561,50268440
23000,0,49735012,50274989
23010,0,49746303,50263698
23020,0,49738820,50271181
23030,0,49752480,50257521
23040,0,49753909,50256092
23050,0,49760091,50249910
23060,0,49755369,50254632
23070,0,49752895,50257106
23080,0,49764244,50245757
23090,0,49763131,50246870
23100,0,49763222,50246779
23110,0,49745043,50264958
23120,0,49751475,50258526
23130,0,49728726,50281275
23140,0,49743653,50266348
23150,0,49751612,50258389
23160,0,49740580,50269421
23170,0,49733074,50276927
23180,0,49742628,50267373
23190,0,49736843,50273158
23200,0,49740462,50269539
23210,0,49741862,50268139
23220,0,49745359,50264642
23230,0,49729556,50280445
23240,0,49732711,50277290
23250,0,49748000,50262001
23260,0,49734343,50275658
23270,0,49742300,50267701
23280,0,49744977,50265024
23290,0,49743033,50266968
23300,0,49733737,50276264
23310,0,49739108,50270893
23320,0,49728092,50281909
23330,0,49734709,50275292
23340,0,49750030,50259971
23350,0,49743145,50266856
23360,0,49745898,50264103
23370,0,49763023,50246978
23380,0,49782981,50227020
23390,0,49777878,50232123
23400,0,49766716,50243285
23410,0,49778582,50231419
23420,0,49778443,50231558
23430,0,49774688,50235313
23440,0,49771490,50238511
23450,0,49760202,50249799
23460,0,49758623,50251378
23470,0,49751770,50258231
23480,0,49766903,50243098
23490,0,49776719,50233282
23500,0,49786115,50223886
23510,0,49791143,50218858
23520,0,49789875,50220126
23530,0,49808599,50201402
23540,0,49819455,50190546
23550,0,49820810,50189191
23560,0,49818433,50191568
23570,0,49820507,50189494
23580,0,49814706,50195295
23590,0,49820429,50189572
23600,0,49824719,50185282
23610,0,49808124,50201877
23620,0,49800237,50209764
23630,0,49795943,50214058
23640,0,49788960,50221041
23650,0,49790173,50219828
23660,0,49795307,50214694
23670,0,49794512,50215489
23680,0,49797473,50212528
23690,0,49805120,50204881
23700,0,49808517,50201484
23710,0,49820471,50189530
23720,0,49819006,50190995
23730,0,49819410,50190591
23740,0,49813312,50196689
23750,0,49808693,50201308
23760,0,49799335,50210666
23770,0,49791240,50218761
23780,0,49786614,50223387
23790,0,49777189,50232812
23800,0,49776800,50233201
23810,0,49782603,50227398
23820,0,49784716,50225285
23830,0,49770097,50239904
23840,0,49751993,50258008
23850,0,49742569,50267432
23860,0,49744930,50265071
23870,0,49760548,50249453
23880,0,49758170,50251831
23890,0,49748306,50261695
23900,0,49752877,50257124
23910,0,49750141,50259860
23920,0,49752781,50257220
23930,0,49747348,50262653
23940,0,49749297,50260704
23950,0,49739703,50270298
23960,0,49740791,50269210
23970,0,49740610,50269391
23980,0,49737549,50272452
23990,0,49727363,50282638
24000,0,49721922,50288079
24010,0,49725547,50284454
24020,0,49727958,50282043
24030,0,49728731,50281270
24040,0,49725572,50284429
24050,0,49727061,50282940
24060,0,49729740,50280261
24070,0,49733479,50276522
24080,0,49735135,50274866
24090,0,49738811,50271190
24100,0,49736320,50273681
24110,0,49729363,50280638
24120,0,49737696,50272305
24130,0,49744493,50265508
24140,0,49753215,50256786
24150,0,49757036,50252965
24160,0,49760012,50249989
24170,0,49765698,50244303
24180,0,49761328,50248673
24190,0,49760271,50249730
24200,0,49762622,50247379
24210,0,49762207,50247794
24220,0,49758082,50251919
24230,0,49760902,50249099
24240,0,49757989,50252012
24250,0,49755911,50254090
24260,0,49750973,50259028
24270,0,49760279,50249722
24280,0,49763537,50246464
24290,0,49773028,50236973
24300,0,49769773,50240228
24310,0,49769182,50240819
24320,0,49770446,50239555
24330,0,49775695,50234306
24340,0,49775176,50234825
24350,0,49767122,50242879
24360,0,49779150,50230851
24370,0,49774301,50235700
24380,0,49765399,50244602
24390,0,49758969,50251032
24400,0,49766139,50243862
24410,0,49767968,50242033
24420,0,49754876,50255125
24430,0,49747967,50262034
24440,0,49739406,50270595
24450,0,49752878,50257123
24460,0,49752864,50257137
24470,0,49752878,50257123
24480,0,49747912,50262089
24490,0,49741264,50268737
24500,0,49738117,50271884
24510,0,49748324,50261677
24520,0,49742810,50267191
24530,0,49739199,50270802
24540,0,49735340,50274661
24550,0,49732761,50277240
24560,0,49723805,50286196
24570,0,49731179,50278822
24580,0,49713125,50296876
24590,0,49712695,50297306
24600,0,49714830,50295171
24610,0,49714753,50295248
24620,0,49713360,50296641
24630,0,49723366,50286635
24640,0,49723995,50286006
24650,0,49730664,50279337
24660,0,49740424,50269577
24670,0,49741575,50268426
24680,0,49750674,50259327
24690,0,49745297,50264704
24700,0,49743569,50266432
24710,0,49752061,50257940
24720,0,49748470,50261531
24730,0,49738065,50271936
24740,0,49730672,50279329
24750,0,49737317,50272684
24760,0,49743923,50266078
24770,0,49745807,50264194
24780,0,49748925,50261076
24790,0,49744440,50265561
24800,0,49743379,50266622
24810,0,49750495,50259506
24820,0,49743753,50266248
24830,0,49750695,50259306
24840,0,49761130,50248871
24850,0,49751736,50258265
24860,0,49742324,50267677
24870,0,49759488,50250513
24880,0,49747348,50262653
24890,0,49737364,50272637
24900,0,49753546,50256455
24910,0,49757660,50252341
24920,0,49739764,50270237
24930,0,49739523,50270478
24940,0,49737382,50272619
24950,0,49735905,50274096
24960,0,49735542,50274459
24970,0,49734019,50275982
24980,0,49737078,50272923
24990,0,49740981,50269020
25000,0,49733624,50276377
25010,0,49737632,50272369
25020,0,49741014,50268987
25030,0,49742501,50267500
25040,0,49758194,50251807
25050,0,49765611,50244390
25060,0,49761157,50248844
25070,0,49762771,50247230
25080,0,49757334,50252667
25090,0,49754027,50255974
25100,0,49747542,50262459
25110,0,49738702,50271299
25120,0,49740831,50269170
25130,0,49751938,50258063
25140,0,49740374,50269627
25150,0,49736719,50273282
25160,0,49731456,50278545
25170,0,49755460,50254541
25180,0,49749451,50260550
25190,0,49742472,50267529
25200,0,49724088,50285913
25210,0,49735531,50274470
25220,0,49747609,50262392
25230,0,49754279,50255722
25240,0,49759258,50250743
25250,0,49755473,50254528
25260,0,49747213,50262788
25270,0,49745197,50264804
25280,0,49759687,50250314
25290,0,49764430,50245571
25300,0,49766003,50243998
25310,0,49767854,50242147
25320,0,49762001,50248000
25330,0,49758025,50251976
25340,0,49756358,50253643
25350,0,49767565,50242436
25360,0,49761542,50248459
25370,0,49756507,50253494
25380,0,49754969,50255032
25390,0,49758849,50251152
25400,0,49741080,50268921
25410,0,49752623,50257378
25420,0,49737206,50272795
25430,0,49737506,50272495
25440,0,49737595,50272406
25450,0,49739278,50270723
25460,0,49743943,50266058
25470,0,49740052,50269949
25480,0,49761756,50248245
25490,0,49756004,50253997
25500,0,49761196,50248805
25510,0,49757464,50252537
25520,0,49758459,50251542
25530,0,49750832,50259169
25540,0,49766780,50243221
25550,0,49764311,50245690
25560,0,49758197,50251804
25570,0,49764277,50245724
25580,0,49773560,50236441
25590,0,49765280,50244721
25600,0,49753891,50256110
25610,0,49744781,50265220
25620,0,49743149,50266852
25630,0,49739651,50270350
25640,0,49747085,50262916
25650,0,49757423,50252578
25660,0,49766352,50243649
25670,0,49768080,50241921
25680,0,49769754,50240247
25690,0,49765153,50244848
25700,0,49778992,50231009
25710,0,49778458,50231543
25720,0,49782654,50227347
25730,0,49784003,50225998
25740,0,49784554,50225447
25750,0,49772035,50237966
25760,0,49767455,50242546
25770,0,49765340,50244661
25780,0,49768365,50241636
25790,0,49758924,50251077
25800,0,49755203,50254798
25810,0,49747781,50262220
25820,0,49744501,50265500
25830,0,49764042,50245959
25840,0,49759529,50250472
25850,0,49758446,50251555
25860,0,49752686,50257315
25870,0,49738153,50271848
25880,0,49743898,50266103
25890,0,49741026,50268975
25900,0,49730967,50279034
25910,0,49738608,50271393
25920,0,49734289,50275712
25930,0,49721549,50288452
25940,0,49734227,50275774
25950,0,49737243,50272758
25960,0,49730936,50279065
25970,0,49747311,50262690
25980,0,49747795,50262206
25990,0,49747134,50262867
26000,0,49752222,50257779
26010,0,49760489,50249512
26020,0,49756118,50253883
26030,0,49763369,50246632
26040,0,49767092,50242909
26050,0,49766520,50243481
26060,0,49759593,50250408
26070,0,49758967,50251034
26080,0,49763937,50246064
26090,0,49754106,50255895
26100,0,49758042,50251959
26110,0,49759582,50250419
26120,0,49758280,50251721
26130,0,49757668,50252333
26140,0,49762154,50247847
26150,0,49759340,50250661
26160,0,49756245,50253756
26170,0,49763872,50246129
26180,0,49762579,50247422
26190,0,49762038,50247963
26200,0,49749445,50260556
26210,0,49746017,50263984
26220,0,49740575,50269426
26230,0,49720682,50289319
26240,0,49736141,50273860
26250,0,49734801,50275200
26260,0,49750029,50259972
26270,0,49751829,50258172
26280,0,49753371,50256630
26290,0,49758616,50251385
26300,0,49758735,50251266
26310,0,49754609,50255392
26320,0,49758790,50251211
26330,0,49758243,50251758
26340,0,49764473,50245528
26350,0,49749564,50260437
26360,0,49748325,50261676
26370,0,49754955,50255046
26380,0,49752618,50257383
26390,0,49737364,50272637
26400,0,49746002,50263999
26410,0,49751280,50258721
26420,0,49737926,50272075
26430,0,49744863,50265138
26440,0,49757323,50252678
26450,0,49749524,50260477
26460,0,49750737,50259264
26470,0,49738687,50271314
26480,0,49732530,50277471
26490,0,49725053,50284948
26500,0,49721692,50288309
26510,0,49728333,50281668
26520,0,49738267,50271734
26530,0,49729585,50280416
26540,0,49729671,50280330
26550,0,49733144,50276857
26560,0,49732684,50277317
26570,0,49737990,50272011
26580,0,49731407,50278594
26590,0,49737609,50272392
26600,0,49735777,50274224
26610,0,49740887,50269114
26620,0,49742170,50267831
26630,0,49740932,50269069
26640,0,49744891,50265110
26650,0,49749648,50260353
26660,0,49759055,50250946
26670,0,49753379,50256622
26680,0,49745709,50264292
26690,0,49762275,50247726
26700,0,49756553,50253448
26710,0,49767459,50242542
26720,0,49761938,50248063
26730,0,49756851,50253150
26740,0,49770833,50239168
26750,0,49759277,50250724
26760,0,49775210,50234791
26770,0,49762051,50247950
26780,0,49750202,50259799
26790,0,49748924,50261077
26800,0,49747088,50262913
26810,0,49763659,50246342
26820,0,49769487,50240514
26830,0,49765379,50244622
26840,0,49767865,50242136
26850,0,49764709,50245292
26860,0,49761498,50248503
26870,0,49758244,50251757
26880,0,49764122,50245879
26890,0,49747907,50262094
26900,0,49743725,50266276
26910,0,49737866,50272135
26920,0,49738382,50271619
26930,0,49730144,50279857
26940,0,49738649,50271352
26950,0,49731862,50278139
26960,0,49723367,50286634
26970,0,49728650,50281351
26980,0,49734337,50275664
26990,0,49725725,50284276
27000,0,49722133,50287868
27010,0,49722731,50287270
27020,0,49724483,50285518
27030,0,49727195,50282806
27040,0,49739839,50270162
27050,0,49745846,50264155
27060,0,49752836,50257165
27070,0,49741780,50268221
27080,0,49742306,50267695
27090,0,49736301,50273700
27100,0,49724749,50285252
27110,0,49727116,50282885
27120,0,49720058,50289943
27130,0,49727336,50282665
27140,0,49735986,50274015
27150,0,49717750,50292251
27160,0,49719853,50290148
27170,0,49724047,50285954
27180,0,49738838,50271163
27190,0,49736802,50273199
27200,0,49751503,50258498
27210,0,49749038,50260963
27220,0,49746926,50263075
27230,0,49741388,50268613
27240,0,49731990,50278011
27250,0,49750267,50259734
27260,0,49749252,50260749
27270,0,49752051,50257950
27280,0,49733604,50276397
27290,0,49742504,50267497
27300,0,49745464,50264537
27310,0,49748221,50261780
27320,0,49752924,50257077
27330,0,49757857,50252144
27340,0,49758875,50251126
27350,0,49760154,50249847
27360,0,49773063,50236938
27370,0,49765366,50244635
27380,0,49771405,50238596
27390,0,49781091,50228910
27400,0,49779372,50230629
27410,0,49772395,50237606
27420,0,49760659,50249342
27430,0,49753294,50256707
27440,0,49753777,50256224
27450,0,49748088,50261913
27460,0,49747036,50262965
27470,0,49755125,50254876
27480,0,49748525,50261476
27490,0,49758901,50251100
27500,0,49759817,50250184
27510,0,49761911,50248090
27520,0,49764341,50245660
27530,0,49762486,50247515
27540,0,49756068,50253933
27550,0,49752137,50257864
27560,0,49749488,50260513
27570,0,49762215,50247786
27580,0,49758673,50251328
27590,0,49755553,50254448
27600,0,49756529,50253472
27610,0,49749136,50260865
27620,0,49758778,50251223
27630,0,49760077,50249924
27640,0,49754204,50255797
27650,0,49747316,50262685
27660,0,49739930,50270071
27670,0,49750198,50259803
27680,0,49750757,50259244
27690,0,49750311,50259690
27700,0,49743290,50266711
27710,0,49751552,50258449
27720,0,49751304,50258697
27730,0,49744376,50265625
27740,0,49725234,50284767
27750,0,49730394,50279607
27760,0,49736536,50273465
27770,0,49741290,50268711
27780,0,49743797,50266204
27790,0,49744483,50265518
27800,0,49749481,50260520
27810,0,49741044,50268957
27820,0,49756293,50253708
27830,0,49770124,50239877
27840,0,49769181,50240820
27850,0,49782403,50227598
27860,0,49770727,50239274
27870,0,49775214,50234787
27880,0,49763408,50246593
27890,0,49748266,50261735
27900,0,49748187,50261814
27910,0,49744948,50265053
27920,0,49754051,50255950
27930,0,49751069,50258932
27940,0,49758438,50251563
27950,0,49746535,50263466
27960,0,49751946,50258055
27970,0,49754444,50255557
27980,0,49742396,50267605
27990,0,49748772,50261229
28000,0,49759669,50250332
28010,0,49767676,50242325
28020,0,49749951,50260050
28030,0,49742251,50267750
28040,0,49749232,50260769
28050,0,49746389,50263612
28060,0,49760066,50249935
28070,0,49757485,50252516
28080,0,49766899,50243102
28090,0,49765331,50244670
28100,0,49759706,50250295
28110,0,49766754,50243247
28120,0,49774419,50235582
28130,0,49746158,50263843
28140,0,49750952,50259049
28150,0,49748674,50261327
28160,0,49751591,50258410
28170,0,49737008,50272993
28180,0,49728813,50281188
28190,0,49731281,50278720
28200,0,49729090,50280911
28210,0,49722458,50287543
28220,0,49719137,50290864
28230,0,49712968,50297033
28240,0,49715552,50294449
28250,0,49713506,50296495
28260,0,49704940,50305061
28270,0,49702054,50307947
28280,0,49714532,50295469
28290,0,49720914,50289087
28300,0,49723436,50286565
28310,0,49718301,50291700
28320,0,49711008,50298993
28330,0,49707999,50302002
28340,0,49703216,50306785
28350,0,49704603,50305398
28360,0,49707903,50302098
28370,0,49712904,50297097
28380,0,49717120,50292881
28390,0,49724649,50285352
28400,0,49727726,50282275
28410,0,49728601,50281400
28420,0,49746846,50263155
28430,0,49732383,50277618
28440,0,49736667,50273334
28450,0,49750938,50259063
28460,0,49750564,50259437
28470,0,49740252,50269749
28480,0,49741279,50268722
28490,0,49743577,50266424
28500,0,49752338,50257663
28510,0,49746933,50263068
28520,0,49742963,50267038
28530,0,49748912,50261089
28540,0,49733703,50276298
28550,0,49747100,50262901
28560,0,49758086,50251915
28570,0,49754140,50255861
28580,0,49752837,50257164
28590,0,49745267,50264734
28600,0,49733523,50276478
28610,0,49745954,50264047
28620,0,49753158,50256843
28630,0,49759829,50250172
28640,0,49766812,50243189
28650,0,49756161,50253840
28660,0,49755216,50254785
28670,0,49759223,50250778
28680,0,49751982,50258019
28690,0,49759090,50250911
28700,0,49765169,50244832
28710,0,49782541,50227460
28720,0,49776601,50233400
28730,0,49775086,50234915
28740,0,49778599,50231402
28750,0,49785669,50224332
28760,0,49783923,50226078
28770,0,49768955,50241046
28780,0,49770320,50239681
28790,0,49769206,50240795
28800,0,49765525,50244476
28810,0,49760440,50249561
28820,0,49766573,50243428
28830,0,49772403,50237598
28840,0,49765877,50244124
28850,0,49771187,50238814
28860,0,49770705,50239296
28870,0,49762288,50247713
28880,0,49758194,50251807
28890,0,49771578,50238423
28900,0,49781970,50228031
28910,0,49775646,50234355
28920,0,49780606,50229395
28930,0,49780972,50229029
28940,0,49788516,50221485
28950,0,49780976,50229025
28960,0,49786255,50223746
28970,0,49784106,50225895
28980,0,49791552,50218449
28990,0,49790821,50219180
29000,0,49791135,50218866
29010,0,49786142,50223859
29020,0,49774250,50235751
29030,0,49767240,50242761
29040,0,49772298,50237703
29050,0,49772650,50237351
29060,0,49765211,50244790
29070,0,49768629,50241372
29080,0,49763010,50246991
29090,0,49760974,50249027
29100,0,49757165,50252836
29110,0,49749482,50260519
29120,0,49755829,50254172
29130,0,49765040,50244961
29140,0,49751119,50258882
29150,0,49749161,50260840
29160,0,49744604,50265397
29170,0,49761748,50248253
29180,0,49755503,50254498
29190,0,49757511,50252490
29200,0,49753814,50256187
29210,0,49767670,50242331
29220,0,49767719,50242282
29230,0,49762341,50247660
29240,0,49762167,50247834
29250,0,49768234,50241767
29260,0,49771161,50238840
29270,0,49768186,50241815
29280,0,49769847,50240154
29290,0,49757580,50252421
29300,0,49757399,50252602
29310,0,49759788,50250213
29320,0,49747441,50262560
29330,0,49747298,50262703
29340,0,49749412,50260589
29350,0,49755789,50254212
29360,0,49764238,50245763
29370,0,49762886,50247115
29380,0,49773381,50236620
29390,0,49780221,50229780
29400,0,49778790,50231211
29410,0,49773128,50236873
29420,0,49774225,50235776
29430,0,49771359,50238642
29440,0,49764049,50245952
29450,0,49763672,50246329
29460,0,49747917,50262084
29470,0,49757060,50252941
29480,0,49760823,50249178
29490,0,49752433,50257568
29500,0,49751919,50258082
29510,0,49753044,50256957
29520,0,49759520,50250481
29530,0,49757096,50252905
29540,0,49742350,50267651
29550,0,49733486,50276515
29560,0,49732551,50277450
29570,0,49741098,50268903
29580,0,49740873,50269128
29590,0,49741384,50268617
29600,0,49740162,50269839
29610,0,49728115,50281886
29620,0,49739910,50270091
29630,0,49737029,50272972
29640,0,49737356,50272645
29650,0,49743831,50266170
29660,0,49738250,50271751
29670,0,49728876,50281125
29680,0,49736846,50273155
29690,0,49732810,50277191
29700,0,49744162,50265839
29710,0,49735191,50274810
29720,0,49738493,50271508
29730,0,49725567,50284434
29740,0,49715823,50294178
29750,0,49706922,50303079
29760,0,49716076,50293925
29770,0,49729839,50280162
29780,0,49724521,50285480
29790,0,49734758,50275243
29800,0,49732779,50277222
29810,0,49733058,50276943
29820,0,49739512,50270489
29830,0,49740097,50269904
29840,0,49725210,50284791
29850,0,49734053,50275948
29860,0,49725905,50284096
29870,0,49737741,50272260
29880,0,49723618,50286383
29890,0,49718796,50291205
29900,0,49726464,50283537
29910,0,49729703,50280298
29920,0,49726368,50283633
29930,0,49719248,50290753
29940,0,49716733,50293268
29950,0,49709798,50300203
29960,0,49716380,50293621
29970,0,49722057,50287944
29980,0,49731749,50278252
29990,0,49738668,50271333
30000,0,49747544,50262457
